0.1,0.8717289810709223
0.2,1.1127314962014099
0.3,0.7209161569654654
0.4,1.0309173342225202
0.5,1.2861222242279755
0.6,1.8340495130563936
0.7000000000000001,1.9744435815001244
0.8,2.0400443531372816
0.8999999999999999,2.4232288284860433
1.,1.4535318335928176
1.1,1.4861890512368965
1.2,1.8865672880090503
1.3,1.9412090976612437
1.4000000000000001,1.7170211495722363
1.5,1.8552976228036488
1.6,1.0028394033807015
1.7000000000000002,0.8203094356365266
1.7999999999999998,1.0476469686098517
1.9,1.2429426005942328
2.,0.4080327826448542
2.1,0.3256873272053151
2.2,0.678676964875888
2.3000000000000003,0.6595663343865875
2.4,0.7911803199859695
2.5,0.8152791746799039
2.6,1.3235112291524915
2.7,1.074219166893635
2.8000000000000003,1.242517047626491
2.9,1.314950030509206
3.,1.5255399595845516
3.1,2.324900400120461
3.2,2.5498621402535298
3.3000000000000003,2.2917123758284927
3.4000000000000004,2.4548344021549497
3.5,3.1372837542394403
3.5999999999999996,2.81587669179429
3.7,3.303171382286963
3.8,3.4466077236314963
3.9000000000000004,3.7146628861514746
4.,3.950353527760237
4.1,3.3193433054917505
4.2,3.9431195477835868
4.3,3.745716147114031
4.4,3.5810771960758343
4.5,2.843468134434831
4.6000000000000005,2.9811315150301496
4.699999999999999,2.732837136673224
4.8,2.4344882931392826
4.9,2.740667070598104
5.,2.507254605167888
5.1,2.711203369176701
5.2,2.507204919777796
5.300000000000001,2.0548185683142624
5.4,1.9653840282072887
5.5,1.7530980472815823
5.6000000000000005,2.7225407243090958
5.699999999999999,2.9280944519472785
5.8,3.0627706122887295
5.8999999999999995,2.5292660135345124
6.,3.142936707514842
6.1,3.1347304088997894
6.2,3.3413069802091186
6.3,3.690294604755902
6.4,4.150024169479961
6.5,3.784513979151282
6.6000000000000005,4.310464030669345
6.7,4.735728398247296
6.800000000000001,5.1815161560508445
6.8999999999999995,5.326692962575671
7.,5.450756270727091
7.1,4.835317449791344
7.199999999999999,5.279197043381364
7.3,4.820642265422038
7.4,4.897125266350279
7.5,4.826500580461855
7.6,5.264906566822436
7.7,5.101375460100168
7.800000000000001,4.170306593000627
7.9,4.2812176362447705
8.,3.7888861078431577
8.100000000000001,4.528412139344045
8.2,3.638847051095796
8.299999999999999,3.521981309626519
8.4,3.7097127654114423
8.5,3.796476942726336
8.6,4.07314251174472
8.7,4.001002450155418
8.8,4.1299209566964015
8.9,3.976325312795671
9.,4.100664815052518
9.1,4.9434764999249206
9.200000000000001,4.921845491348279
9.3,4.863556537413065
9.399999999999999,5.041967505913607
9.5,5.6108957349191755
9.6,5.186186775407984
9.7,5.5577448710258475
9.8,6.564593567885147
9.9,6.048479522458591
10.,5.97730921934708
